name,contact,creditCard_number,creditCard_expirationDate,creditCard_cvv,billingAddress_street,billingAddress_city,billingAddress_state,billingAddress_zip,billingAddress_country,device_type,device_model,device_os,browser_name,browser_version,items_name,items_quantity,referrer,isFraudulent
Pamela Shelton,001-254-998-2600,2700628174936481,01/33,336,977 Melissa Mission,Lake Sandraside,Indiana,20996,Switzerland,hotel,author,save,morning,2,six,3,http://www.gutierrez.com/,False
Alice Hill,(603)387-1943,2250402817314264,01/27,454,67857 Kelly Heights Suite 119,Biancafort,Louisiana,35697,Iran,American,travel,benefit,I,1,meet,5,https://www.reed.info/,True
Rebecca Kemp,209.944.0469,2236798589720458,01/29,589,5915 Julia Crossroad,New Tarachester,Connecticut,03760,Wallis and Futuna,right,owner,truth,tell,6,set,5,https://turner-davis.net/,True
David King,+1-943-715-3089,2251879853684214,07/28,362,46622 Haas Lights Apt. 545,Wrightfurt,Florida,69852,Faroe Islands,cell,recognize,week,home,8,gun,5,https://www.white.com/,True
Robin Thomas,557.442.5318x8990,2289196834457024,08/25,140,2491 Sarah Rapid Suite 659,Kimberlyborough,Delaware,83351,Germany,action,minute,time,police,9,last,4,http://www.ramirez.com/,True
Chris Diaz,001-853-326-0862x34734,5438393917877706,10/26,935,704 Robin Lakes,Port Markberg,New Jersey,92919,Turkey,blue,their,wall,although,1,born,1,http://serrano.com/,True
Jamie Wilson,001-842-488-1083x8404,2720761509194223,10/27,239,61091 Reyes Locks,Luisfort,Florida,87461,Saint Martin,business,third,involve,position,4,perhaps,4,http://marshall.com/,False
Carl Stark,+1-980-923-7498x05452,2282698645903242,12/29,890,807 Donna Prairie,Hickston,Wisconsin,08466,Marshall Islands,around,evidence,total,open,5,place,5,https://holden.com/,False
Robert Lloyd MD,2788927528,2720387011644180,04/32,671,1904 David Unions,North Madison,Idaho,12935,Luxembourg,education,outside,remember,later,8,worker,4,https://stewart-wong.com/,False
Lisa Dominguez,206.899.1914,5285434011566540,01/26,651,8750 Nichols Course,Ramireztown,Nevada,44106,Niger,explain,training,base,suffer,7,administration,4,http://lozano.com/,True
Rachael Singleton,557.209.3510x2638,2267554502114416,04/31,631,5577 Angela Branch Apt. 698,North Philipmouth,Washington,54846,Timor-Leste,structure,team,should,bit,1,whom,4,http://www.miller-torres.com/,True
Christopher Barnett,(885)763-2142,2224927190888453,01/27,253,42530 Russell Track Suite 066,Russellton,Georgia,48956,Barbados,responsibility,finish,rise,fight,6,well,5,http://barnes-bolton.net/,True
Brooke Miller,354-911-2740x331,2720454280697321,04/27,357,49918 Todd Ridges Suite 648,South Shannonberg,Arkansas,59830,Svalbard & Jan Mayen Islands,table,later,special,another,9,second,4,https://www.henry-martinez.com/,True
Garrett Brown,(925)713-4276,2260282108706578,11/25,277,755 Jacob Passage Apt. 929,Warnerfort,Montana,82123,Gabon,network,five,catch,city,5,within,2,https://morgan.info/,False
Mike Mills,788-596-5754x773,2251444004292290,08/24,283,239 Matthew Views,Parkermouth,Alaska,29804,France,choice,too,set,section,2,party,5,http://johnson.biz/,True
Dustin Smith,+1-672-226-5571x75977,2254279438108416,10/25,572,3202 Baker Pines,Port Scottberg,Virginia,33589,Kuwait,space,attention,become,guess,1,north,2,https://smith.net/,True
Gina Cowan,+1-607-997-0973,5133857809642640,06/27,634,93428 Hansen Oval Apt. 775,North Robert,Wyoming,12130,Christmas Island,exactly,sister,cup,make,3,writer,4,https://www.medina.net/,True
Betty Romero,367-875-1627,5209345927812674,11/31,567,14906 Brown Drives Suite 332,Port Julialand,Mississippi,08407,Nepal,rock,arrive,present,security,8,whatever,1,http://norton.biz/,False
Jared Brown,+1-557-401-4466,2539157229861673,01/29,614,459 Hamilton Villages,Castanedaberg,Wisconsin,96658,Nauru,Congress,study,good,reason,7,hold,1,https://gibson.net/,False
Samantha Lee,(902)876-8055x622,2285215940451624,02/26,410,2254 Hayley Ridges,Jonesmouth,West Virginia,92556,Bhutan,since,boy,end,key,1,with,2,http://bailey.com/,False
David Fuller,+1-535-719-3668x7079,5547157632841042,01/27,375,8809 Amy Shoal,New Kimberlyton,Utah,29397,Costa Rica,cultural,effort,minute,type,9,debate,4,http://www.hines.com/,False
Gabriela Cannon,(699)526-7174,2297225525525540,02/32,188,27740 Kevin River Suite 717,New John,Pennsylvania,81323,Martinique,small,oil,receive,particular,7,billion,4,http://www.pearson.org/,True
Robert Hicks,+1-986-539-3369x5795,2298197396238348,09/24,941,4783 Perez Flat Apt. 471,New Glenn,Alaska,65873,Cyprus,approach,man,nature,his,5,concern,5,http://shaw.com/,True
Aaron Miller,827.855.4721,2230947074381203,02/28,990,997 Padilla Ramp,Rachelfurt,Alabama,25672,Djibouti,administration,interesting,in,operation,4,news,5,http://lucas-mendez.com/,False
Derrick Houston,373.751.8299x775,5233010523913181,09/32,135,4516 Shannon Junction,Harryside,Iowa,53223,Kiribati,state,half,start,fact,6,ready,5,https://shaw.com/,False
Alyssa Clarke,001-849-283-6379x8208,2454234031892971,09/30,289,51198 Nicholas Forge,Port Zoe,Alabama,02370,Montenegro,side,situation,air,reduce,4,later,2,https://www.adams-west.com/,False
Mr. Scott Barnes,(837)743-4135,2706373768462503,03/27,231,46430 Warren Garden,East Gloriaside,Virginia,30147,Rwanda,stock,many,sign,vote,3,number,4,http://www.reid-morris.com/,False
Shannon Harmon,+1-699-460-8449x4834,2533029477991922,01/27,226,9988 Amanda Pike,Port Keith,Missouri,45988,Samoa,apply,him,arrive,role,7,white,2,http://powell.com/,True
Travis Lamb,426.353.5873,2225931677604135,10/25,352,47102 Powell Club Apt. 898,East Barbara,Rhode Island,34499,Lebanon,evidence,series,happen,yard,4,entire,4,http://sanders.info/,True
Ashley Smith,001-545-677-6611x08159,2272646050317376,06/25,632,53651 Stacey Trafficway Suite 011,Port Jamesmouth,New Jersey,37552,Pakistan,base,maintain,south,big,6,threat,1,http://www.wright.com/,False
Tabitha Thomas,491-452-0216,2720537772021933,06/25,220,0197 Clark Forks,Nicholsborough,Georgia,46510,United States of America,now,social,both,foreign,5,phone,1,http://www.anderson.net/,True
Jason Espinoza,(989)659-5834x47873,2459722816725361,10/27,947,189 Monica Circles Apt. 703,New Ruben,Mississippi,41153,Haiti,all,traditional,evening,need,6,hear,2,https://hill-odonnell.com/,True
Julia Diaz,+1-501-344-5955,5582132120302340,04/28,292,87213 Angie Station Suite 582,North Eric,Georgia,57282,Netherlands,kitchen,measure,long,some,9,sing,3,https://www.peters.info/,True
Kristin Johnson,001-377-655-5262x8051,2282087505514978,07/27,244,32744 Jill Prairie,Nicoleland,Vermont,65342,Mozambique,great,her,skin,across,5,only,3,https://www.burton.net/,True
Justin Jensen,411-604-7512,5456298069814091,03/30,690,617 Ashley Views Apt. 795,Cynthiaburgh,Virginia,96665,Trinidad and Tobago,management,bed,development,really,3,adult,3,https://castro.com/,False
Matthew Hunter,869.635.2704,2244506209167608,06/29,077,321 Brown Manors,Sandersland,California,65325,Iran,follow,note,sign,sit,3,by,1,https://www.edwards-phillips.net/,True
Jessica Nielsen,643-532-7812x936,5432033194892129,02/26,227,2148 Pitts Field,Lauratown,Maine,31852,Wallis and Futuna,hand,guess,blood,compare,2,cell,1,http://le-dillon.com/,True
Taylor Velez,3489342909,5375294871597030,10/26,394,2986 Christina Unions,East Adam,Alabama,96861,United States Virgin Islands,however,community,live,price,5,rule,5,http://www.kemp-mendoza.com/,False
Kristopher Mason,248.929.2079,2707817807261929,09/27,985,454 Lambert Summit,East Tylerview,Georgia,38999,Isle of Man,either,break,administration,return,2,someone,3,https://www.evans-cox.com/,False
Roy Dunn,889.953.5822,2229478912129748,06/31,261,2872 Thomas Center Suite 922,South Patriciaville,Oklahoma,24061,Algeria,herself,lawyer,perform,low,8,scene,2,https://www.roy.com/,True
Jennifer Meyer,846.726.4331x356,2239348742641758,08/31,531,0969 Martin Lake Suite 671,New Samantha,Oregon,37582,Turkmenistan,continue,health,politics,statement,9,find,1,https://wiggins.com/,True
Antonio Taylor,789.417.6814,2539927112408778,12/26,808,90331 Jared Port,Snydermouth,Illinois,35151,Heard Island and McDonald Islands,ahead,service,office,color,1,medical,4,https://horton.net/,True
Betty Clark,524-417-4211x23396,2282892359357162,09/28,508,556 Greene Roads Suite 963,North Marieport,Rhode Island,80923,Pakistan,season,focus,man,feel,5,task,4,http://acevedo.net/,True
Jennifer Edwards,001-301-894-0749x9433,5234926450846038,11/28,371,4275 Steele Plain Suite 813,Mccormickbury,Texas,79435,India,yourself,accept,ask,city,4,whatever,2,http://sanford-jones.com/,False
Steven Payne,861.568.5920x5114,2255716089704257,08/24,196,77324 Hall Lake,Burgessshire,North Carolina,35393,Ethiopia,bit,or,sort,real,9,significant,4,http://www.rowe-orozco.info/,False
Scott David,9173414065,2394782929441593,06/27,656,6674 Caroline Villages,South Brandonburgh,Oklahoma,33201,New Caledonia,bag,tend,laugh,head,6,employee,2,https://www.hall.org/,True
Louis Watson,9766723070,2297280329254698,11/28,390,31987 Christina Turnpike,West Michael,Alaska,45596,Ukraine,but,sing,technology,set,1,thank,4,http://vega-simmons.com/,True
Sabrina Cortez,925.231.6570x7407,2255003795802059,06/27,160,35050 Gonzalez Isle Apt. 942,North Chelseatown,Washington,03275,Saudi Arabia,week,way,wide,entire,6,industry,1,https://ward.biz/,False
Spencer Allison,769.981.0643x247,2251305964732213,09/33,352,8589 Manuel Tunnel,New Lisachester,Nebraska,93888,Guam,order,energy,one,her,8,face,2,https://kim-herring.com/,False
Brandon Scott,001-932-586-7232x60068,2233756440375840,10/30,886,222 Mitchell Drive Suite 169,Brownburgh,Oklahoma,71625,Saint Pierre and Miquelon,among,action,woman,ever,1,half,1,http://www.martin.com/,True
Jade Murphy,(623)888-1749x920,2226964644741697,01/30,983,91475 Kimberly Well Apt. 443,Robertmouth,Wyoming,30914,Slovakia (Slovak Republic),interesting,business,last,forget,2,front,5,http://franklin.com/,False
Jessica Thomas,(503)804-2957,2713819764611437,04/27,056,51945 Gomez Estate Apt. 183,Steeleberg,Alabama,49616,Belgium,stay,military,food,animal,3,sister,2,http://www.martin.com/,False
Amanda Kent,477.857.7187x95656,2272924512927995,05/28,880,3980 Green Trail Suite 847,Reedmouth,Kansas,95807,Kiribati,consider,power,according,police,4,alone,4,http://www.clark.com/,True
Joseph Bass,(549)380-2415x010,2457865092350107,07/26,649,6099 Erin Well Apt. 827,Watersfort,Rhode Island,34350,Greece,speech,draw,young,none,7,head,2,http://george-lee.com/,False
Theresa Rich,+1-286-929-7346x57390,2706398932969414,10/27,808,8035 Bailey Corner,Morganside,Minnesota,07639,Pitcairn Islands,capital,official,better,democratic,9,arrive,2,https://www.edwards.net/,True
Matthew Gutierrez,5952001481,2246542894059352,10/27,815,756 Steven Circles,North Traceyberg,Colorado,82640,Czech Republic,them,history,couple,member,2,country,4,http://www.boyd.com/,True
Bryan Daniels,001-776-561-8739,5397505039607658,03/31,434,38253 Miller Road,West Mauricemouth,North Carolina,21386,Czech Republic,probably,foreign,degree,very,3,fill,1,https://www.bishop.com/,False
Steven Adkins,533-482-9113x693,2267060674680887,02/31,498,258 Ronald Forks,Patelfort,Louisiana,47812,Montenegro,consumer,speech,site,run,7,source,4,http://www.stein-webb.biz/,True
Lisa Yates,917-404-5384,2717452033848907,08/33,348,895 Moon Divide,Jacobberg,Texas,79317,North Macedonia,half,onto,last,find,2,so,3,https://sanchez.com/,False
Brian Bender,(753)337-1060x83044,2702053310086315,06/29,658,056 Jennifer Drive Apt. 577,Rickyberg,Utah,26089,Algeria,strategy,him,anyone,drug,5,really,2,http://willis-bartlett.com/,False
Kelly Williams,001-665-215-5552,2700262271417227,05/28,708,742 Heather Common Apt. 644,Hansenchester,Arizona,41474,Saint Lucia,herself,administration,describe,news,2,happy,2,https://mcgee.org/,True
Daniel King,+1-388-336-7445x50901,2534419952869926,09/26,168,008 Patel Pike,Lake Manuel,Georgia,64060,Venezuela,kind,machine,exist,small,4,structure,4,http://www.carr.com/,True
Jamie Dixon,(519)863-0115,2716879372677490,07/30,015,0524 Michelle Burg Apt. 900,Collinstown,Michigan,98405,Indonesia,notice,well,radio,our,2,generation,5,http://www.weeks.com/,True
Raymond Scott,(980)605-9340x99227,5598676952184103,08/32,921,681 Ryan Mills Suite 967,Pamelafort,Colorado,90074,Philippines,media,miss,various,base,4,carry,5,http://aguilar.com/,True
Sabrina Peters,3347233727,2293998577502351,04/25,443,45052 Holmes Course,Ronaldville,Louisiana,82472,Canada,accept,little,thank,factor,8,billion,3,http://brown-johnston.com/,True
Denise Kane,(701)239-0955,5186934234368616,02/31,754,20062 Carter Drive Apt. 845,Jeremyborough,Minnesota,08232,Romania,production,season,eye,hear,5,box,2,http://www.bentley.net/,False
Troy Franco,990.984.4191,2288717366861613,11/26,825,5955 Mullins Haven Suite 188,West Johnland,Utah,65836,Cape Verde,treatment,especially,book,dinner,5,from,2,https://www.rivas-novak.com/,True
Robert Thompson,376.848.7454,2273214953745158,06/24,525,817 Barker Islands Suite 975,Robertsview,Minnesota,47293,Seychelles,account,fly,during,size,1,second,1,http://black-rodriguez.com/,True
Jim Gould,648.890.9889x624,2720875413853144,12/32,563,3359 Cathy Ways,East Nancy,New Jersey,61755,Cambodia,building,try,ahead,candidate,2,however,2,https://moody.com/,False
Christine Jackson,732.647.6118x5313,5516109303600279,06/27,315,06207 Christian Fall,Kimberlyport,Kentucky,11974,Saint Lucia,open,really,include,find,9,sometimes,1,http://harrington-collins.com/,False
Bruce Waters,(212)597-9597x51907,5163566600671434,12/27,727,20075 Kevin Glen Apt. 953,West Jeffreyfurt,Illinois,33090,Faroe Islands,growth,one,ok,wonder,7,west,4,http://anderson-arnold.com/,True
Morgan Dixon,496-234-5013x18663,2288635731869493,12/25,875,15910 Amanda Lights,Port Dorothy,Missouri,50581,Antigua and Barbuda,able,section,of,effort,1,ahead,2,https://www.roberts.com/,False
Cynthia Wise,6786866443,5321396959462725,11/27,919,48393 Sarah Station Apt. 305,South Jeremiah,North Dakota,91447,Honduras,inside,my,economy,course,1,several,2,http://www.lewis.net/,False
Trevor Miller,411-227-2565x1975,5443817678058026,11/25,347,09479 Robert Underpass Suite 908,Mackfurt,North Dakota,42448,Hungary,scientist,land,too,street,4,service,1,https://deleon-wheeler.com/,True
Sarah Neal,001-206-608-7697,5197610996110431,12/28,760,0102 Jesse Parks Apt. 174,Taylorland,Vermont,95769,Saint Martin,glass,tell,remember,plant,5,ever,3,https://dean-white.com/,False
Andrea Ramos,470.806.2155x66127,5223622919211954,02/29,551,07911 Bradley Port Apt. 928,North Jesse,Tennessee,36934,Cambodia,decide,thousand,firm,forward,7,your,4,http://perez-anderson.net/,True
Cheryl Hernandez,+1-295-819-7951x4671,2395888502511766,01/33,813,2503 Emma Gateway Apt. 504,Williamsview,Michigan,98100,Qatar,generation,tend,clear,mission,9,stage,3,https://grant.info/,True
Robert Davis,683.363.8081x27796,2316377516818348,06/28,678,240 Martin Crescent,Davidfurt,Virginia,26577,French Southern Territories,cover,see,admit,strong,5,production,2,http://carroll-cox.com/,False
Brandy Santana,295.966.2032x781,2242849257898621,01/33,246,22926 Daniel Walk,East Rickyport,West Virginia,44988,Guyana,site,seven,her,week,6,positive,5,https://www.harrington-valdez.com/,True
Sarah Holmes,(773)567-8319x53795,2262999550272365,11/32,146,97393 Gutierrez Villages,North Stephaniebury,Tennessee,67081,United States of America,back,understand,project,boy,1,practice,2,https://www.medina.com/,True
Victoria Knight,001-789-766-1405x65803,5400647978296450,10/31,341,51054 Kim Meadows,New Erictown,Texas,94627,Cape Verde,hard,gas,traditional,if,3,tonight,4,http://best.com/,False
Stephanie Garza,(359)470-2245x25383,5332765029511157,12/25,431,6002 Kimberly Green,Dianeborough,Rhode Island,67053,Russian Federation,political,scientist,on,sort,7,ball,1,https://reed.net/,False
Kathy Walker,(553)476-9314x0453,2717754216345811,01/31,049,54216 Krista Greens,Ryanmouth,West Virginia,99295,Guernsey,follow,usually,this,position,5,election,5,https://www.harding.net/,False
Andrew Ford,602.807.0319x10464,5315414191268327,11/33,542,92734 Catherine Forest,Jackborough,West Virginia,24277,Poland,street,style,person,side,8,sound,5,https://tucker.com/,True
Elizabeth Rodriguez,+1-964-603-5319,5436774486114278,04/24,082,848 Olson Causeway Apt. 935,Hallland,Kansas,66455,Monaco,now,image,nothing,article,4,return,4,http://guerrero.com/,True
David Lawrence,+1-200-961-4454,5169147271383866,07/33,442,874 Nguyen Fall,Hoovermouth,Wisconsin,97678,Malta,president,major,speak,individual,1,mother,1,https://johnson-hall.com/,True
Shawna Vaughan,+1-752-530-4003x8051,2523855581571354,06/29,490,82902 Joshua Terrace,Fletcherport,Alabama,28092,Bosnia and Herzegovina,brother,week,thus,but,1,poor,4,http://www.lee-david.info/,False
Austin Tucker,964-949-9987x1730,5428882801499058,03/28,326,42930 Hanson Manors Apt. 984,South Kevin,West Virginia,37798,Croatia,player,those,surface,TV,9,carry,2,https://brooks.biz/,False
Wesley Cain,271-365-7855,2231942258397223,10/26,088,77057 Karen Light Apt. 454,East Steven,Texas,09175,Sweden,time,than,few,likely,7,want,4,http://www.small.org/,False
Jamie Sheppard,+1-289-393-2162,5492227840281359,06/24,478,6727 Williams Light,Lake Scott,Arizona,63001,Poland,western,establish,expect,mother,5,drive,3,http://www.wells-lane.com/,False
Rebecca Meadows,(251)811-7230x609,2411758065544290,05/25,336,6385 Henderson Flat Apt. 797,North Douglaston,Washington,55048,French Polynesia,election,run,child,sister,7,door,1,https://santiago.org/,True
Tracy Wells,+1-621-664-0584x56893,2299533890623917,03/26,840,6274 Farrell Neck,Cynthiaside,Michigan,99279,Cayman Islands,six,film,option,message,6,in,2,https://www.moore-willis.com/,False
Robert Flores,(495)485-6596x50884,2227669271102035,03/26,879,5038 Mays Street Suite 348,North Lawrenceborough,Utah,02142,Gibraltar,their,yet,chance,music,6,opportunity,5,http://www.greene.info/,False
Samuel Lee,2318303189,2258422913681582,02/28,544,5208 Wiggins Forges,North Leeshire,Iowa,70027,Angola,opportunity,require,western,job,1,laugh,1,http://lee-wallace.com/,False
Michael Perry,001-257-424-4872x327,5478140497456109,06/25,493,4181 David Burg,Bradleyburgh,Hawaii,75311,Uruguay,or,interest,cup,message,4,myself,5,http://www.santiago-colon.com/,False
Tammy Rangel,+1-511-278-7070x19588,2720026849773734,01/27,719,145 Alvarado Bridge,Atkinstown,Ohio,69481,Togo,buy,yes,sea,team,2,respond,3,https://hudson-webb.com/,True
